Unnamed: 0,text,label
30300,صحف زبل جبتيل قلب متعرفيش هدر حمر يزح قبل خدم كأنس غندف تعرف هدر تفرح حجة,0
30301,sma3t 3lik hadra redetni nekrhek mechi wahed wela zoudj bzf nes el mouhim rebi li 3alem,0
30302,its the end of the world,1
30303,حطل شهر مين شطح svp,1
30304,يطر يقل جزر جدد الل ربح سرق روحو نتم ولل ياو خطو دزير ترح كرو وجه شر جيت نتا جبت شر,0
30305,خلت دوج عجز اخت شحل نحب سان بزف ليح نحب بزف اخت يوم حيت شكت ربي حفظ شاء الل رحم كمل شاء الل,2
30306,الل يبر امس سرق ولم يسك لحق ولم يقل دخل كرو يصب يقل كثر ناس مهم رفع قبع سأل الل خير دنى وفي اخر سعد قدر استطاعته ختف جرم بلد,0
30307,نشط ذكي,2
30308,اشي متو خلص هدا رئي ردم 9 خرمنو رتو عبو يجو,1
30309,كلهم حمقى نشط,0
30310,حاط روح ارق بزف حقر عين,0
30311,برك الل فبك شاف,2
30312,شهو,2
30313,ربي رحم جعل ثوه جنة,1
30314,فيد ولت هلل مهم درا,0
30315,وزر يطل حطة وقف نتع القر قري وفا مي كبييير شيخ,2
30316,mercii bcq hfdek chikh,2
30317,سبح الل سفه صحف بعد بعد حور عقل بناءخلاصة قول مثل افة صحف رب ستر بلد عبد,0
30318,نتا دير كرج كلم عيب,0
30319,تبن الل يعط خير سيد زغم حفض الل كفل عصب ريض,2
30320,يعط صحة عجبو بزف علم بزف صلح نكم,2
30321,ya moh nchtik bzaf,2
30322,ان نصر وا الل نصر يثب قدم الل نقم جرءم صين ضد سلم,0
30323,meliha elahe yahefadecom,2
30324,بلا صلح ڨرو كلا شقو روح,0
30325,هالمعقول الل يعط صحةالل نصر,2
30326,sobhan llah yakhar kaychbah skizofrin molkamisa ilkhla molhya falmaghrib,0
30327,ههه رغس تبعش رقص قاع ههه,0
30328,الل يعط ومن حيو ولد بلد الد الد خوت دزر الل عطب صحح وطل عمر الل فرح ولد رجع الل مثر خير خوت غرب vive les algeriens vive les algeriens tius unis pour faire du bien vive bladi lalgérie,2
30329,مازال ختي رجل بلد نشء الل هذو رخس ولو حقرو نسء نذل أكد رهم ذلل نسا خي طحح يخي,0
30330,الل صبر عبد,1
30331,ربي يهد خلق,1
30332,wallah la sihi 200g de beurre 200g de sucre,1
30333,عكم قلب قلب,2
30334,maandkoumch lintelligence habssou alina la musique,0
30335,غرب عمر 42س مي وجد وجد امي عقل عليها كتلبس قفط كتحلب بقر تعج مخض بدي كاع نسء لبس قفط اشي عرس وإن فلح يوم شقو,1
30336,قمة بدع قمة بدع,2
30337,لهم حمد نعم سلم كفى نعم,1
30338,هدر عرب,1
30339,خمس عرس جمع جنز اله الا الل حمد رسل الل ربي رحم,2
30340,تحا وتح أرض رجل,2
30341,شاء الل برك رحم اقل اذا تعب نشط قنة سنة نبي شرف يمك عان أنس,2
30342,حمد بغي سقس خوا ني بغي نقر انجليزية شحل ندي عدل نرح نقر نبغ,1
30343,شعب اهش ترب رتو دار كسكيط بين كز اهش ترب فيح رخس جهل للض يقل دول ريس اهمش لاح ولل ولو ولل درك عكس حلة ظهر شعب سرق فسد بلد عبد هدو بين وجو جهل اهمش جار هدو شنط حرث,0
30344,قدم حصة هدر كثر نهم ميخليكش سمع حكي,0
30345,أهل خير,2
30346,يقل اذن حي علي فلح صلة عشء صلة عيش فجر صلة حية حي فلح سمو ارض حي حير فلح حير سمو ارض فهم درس فهم درس,1
30347,رزق وخن لعن الل يوم قلل يحب حسب,0
30348,فضل غني علم,2
30349,mustapha bouchachi zoubida assoul karim tabou mokrane ait larbi ne me représentent pas et ils ne me représenteront jamais i_i,0
30350,جعل الل قبر نهم روض ريض جنة لهم ذوي صبر كبر شاء الل,2
30351,ملي تبع,1
30352,mabrouk alik si safar rahou jay ma3ak khair inchaallah,2
30353,اعذ بلل مايعرفش امه ربي دمر سحر ريض صح ندم,0
30354,حرير بنت بلد حصه وىو عجب خلط لهج جزر لغة صحى خصه نفس شاء الل عليها وفق ان شاء الل,2
30355,كدب كدب,0
30356,الل حفظ عين,2
30357,حسب الل نعم وكل,1
30358,ربي رحم نشء الل عام جاي جيبو فرح ببا,2
30359,جزر فخر تحا دزير,2
30360,كذب كذب لمذ جهز درس لحق,0
30361,ربي يجب خير ولل,2
30362,وتو هجر,2
30363,غرب ولل غني قمة تحة جمع جزر جمع سلم,2
30364,كذب طيب شرك ثمر جنب رمز خري علي وعل غي كذب,0
30365,رجو ان عثل اسم سيد وعنوانهاالكاملا اسك بلجيكاعنوا كترو labdimanaoutlookcomو شكر,1
30366,وهب دخل رزق قلل يجز خرج حكم وهم خرج عاى دول عثم فى اضى سيف حلف برط خرجو عاى رءس شرعى رسي مصر خرجو عاى رءس عبد الل صلح فى يمن خرجو عاى حكم شرع فى ليب,0
30367,بقو غي عيش شكل وهف,0
30368,ربي يهد ولد ستر نفس تحب تحب نعم عندالل وكل نعم حسد,2
30369,رخس طحن ديث وسم جدد,0
30370,ساذ ارد حل وجب,1
30371,ya chikh probleme f les frais dinscription ou le jour dinscription par exemeple le venredri la poste elle travaille pas et la carte dhahabiya ne marche pas comment on fait pour reglé ce probleme,1
30372,الل رحم رسم بسم وجه طفل,2
30373,هكذ يكون رجل الل يبر الل يعط صح صور يدو,2
30374,drop fps hhhh,1
30375,يكو بنس يكو ودو درا ضهر قلل,0
30376,حلم رزق ربي وأم رب سجب,2
30377,حفظ الل جيش بسل حفظ الل ورع,2
30378,allah ma3k la isabrek sbah ayoub allah yarhamha inchallah tkoun ma hal jenna ya rabi a3lamin,2
30379,مقريناش ريض قري قان وضف عمم قان ضمن شمع,1
30380,ههه عنى هدف الل يبر,2
30381,بكت ولل ربي يكون ربي,2
30382,azul amir dz bravo allik tizi ouzou avec toi,2
30383,حسب الل نعم وكل الل وكل سؤل جزر سبق نهم نزف خير بلد عبد صلح رنس لهم نقم نهم,0
30384,allah jiblek chifaa,2
30385,عهد سئر نهج قيد صلح رحم الل يسر تحة حرم قدر جيش وطن شعب قيد لوء بطل سعد قرح حفظ الل,2
30386,ههه صرح رحة ولل عرف,0
30387,لله وإن اله رجع ربي رحم غفرل جعل اهل ردس,2
30388,ههههههههههه الل هدل ان شاء الل وجه بخص اخت مش يخت,0
30389,نية ون نحط جيب توپ خمس كور ديكور ولي رهم علقو سلب سمى غير جيت قلب حبب وصل رغس كنتم قمة قمم,2
30390,ربي كملل بيه ورب حفظل كرش يلق خير,2
30391,زيدو جيبو صحب قنت سمء طبخ,2
30392,منى ايت مثل تلم شعر حجب خير وخر,0
30393,كتل نتر,0
30394,الل رحم,2
30395,سما اوح سلل عصب سرق وطن ديم يسل بلد يكي,0
30396,ربي حفظ ربي رحمل ولد,2
30397,عقل بزف,2
30398,شكو باش قبلو حصة خلو كلم خرط برح عيب اشي عيب فلق الل عملل فالإشهار,0
30399,femme charifa,2
30400,ربي حفظ حبيبو عمر قبل شاء الل,2
30401,5 rabi ya7afdak mrc,2
30402,جرد شرذم خون عملاء,0
30403,احس وزر جزءر شرف جزءر يرح الل حفض يطل عمر,2
30404,كذب ولل مثل زخو الل يلع يدر شهر,0
30405,وفق خوا زكي,2
30406,ار ابن اصل لبس قرط اذن,0
30407,خار ت هنة فهي شرف حرم شخص نشر عليها وليس لعب عمل حلل ربي رزق ببه وسع يحم سهل امر,2
30408,cha had tfichhh,1
30409,ربي وتح جزر لسط,2
30410,الل يعط صحة صدق قبل,2
30411,شكر ساذ ولل لكن تنى قلت ساذ سنى الل حقق شلل باك 2021 هدا عام عام بذن الل فضل ساذ,2
30412,الل حفظ عزز ربي قدر قدر ان شاء الل,2
30413,قرة بني جمت بلد سلم دئر عنداس تقع شمل غرب ولي سطف الل حفظ سكن,1
30414,حبب سيد سعد تحا حمد,1
30415,يرد حلب زيد مول جزر فقر شعب يتر كلب حكم جزر حرب حرق صنعو حكم نقش قحب طحح,0
30416,شفتو وصل نخب علم,1
30417,يود بعييييييييد حقق,0
30418,غرب سبب,1
30419,زية علم لقت حجر صحي ههه,1
30420,حق تحا شيخ,2
30421,اصل جزير وءل تطبع سرا وهد تار جنن امر نفق كدب شعب,0
30422,ساذ اذا بغي عود دخل مين صيبو بلييييييييييييييييييييييز رد,1
30423,ساذ فالمثال6فالخانة ولى ضرب _والثانية,1
30424,رجل دزير وقف رئس تبن وجش جزر جدد دستور قسم,1
30425,هبط صعب طلع خصة ركب,1
30426,هدي الل ماكونتش بغي ههه هدي غيب خوب وحش ولد بلد رب حفض طول فل فيديوهاة انك رءع خوا,2
30427,ساذ قدر سمع درس قيم ربي رحمو وسع فى قبر رزق ردس على سبح الل فعل هدر عزى اسر كرم الل عطى ولل اخذ ربي رحم جمع شهداء وبء يرب علم,2
30428,عله دخلو روح فالمواقع وصل جمع بعد حصلو الل يهد,0
30429,الل كبر بلد جزئ ر,2
30430,wait wait wait is that an algerian work omg impressive work guys im really chocked keep it going u deserve 1m subscribers at least big up,2
30431,سفح قتل سرق غصب شعد طغت عدو الل دخل بلد ولل شعب يزج سجن ادم تبع عاد رئس وهد حكم ولل 40 ملي يزج سجن ايم قدم سلم,0
30432,chapeau nadia meilleure chef,2
30433,ذيل عصب,1
30434,لمر تعر هذي دعر,0
30435,الل نعل سؤل شاء الل كرو حكم,0
30436,شرك لاع شرك عطي نيك يكم يعط كدب سرق سرق شرك نيك غئط نرن 120 كيلو حصب تجي فوق راس يلع رئس شرك,0
30437,خرج درس قنو تلفزيونية خبث رمج طحن عار رمج خبث اسو برك الل حر حرر فنن les poubelles,0
30438,بنو ناس لاح نوم نار تحت تبن حرم معندكش لنس مرب,0
30439,عنا لغء بيم,1
30440,حكتل بسط تعش مثل قتل بين بدل تعش رفه حقر عدت زلي ستى دنئ قدم ودر فتن شيط اطف طفل هذي هيل نحب ورب وفق,0
30441,madaniya machi 3asskariyateffoune mzawar jabouhe el 3asskar makache char3iya wallah marana habssine hata tatnaha ga3e el 3issaba ou kabranette franssa ou 3abla lekbabel welad el kabariyette wallah marana talginkoume hena wela fel letranger wallah ghir netalboukoume,0
30442,طبب نفسانييية فووووووووووووووووووووووووورررر,2
30443,قصو عدل قبل سنة,1
30444,رئع خبب سمو محل كنف يقع فضل,2
30445,enfin hhhhh hadi ghiba,2
30446,رئس حرم لغت صلي,2
30447,اكد ؤمر لأن حدث وقع ليل زاد درج حرر كانت خفط شكل انه حدث وهر عدة غاب يبز غبة قور الل حفظ بلد ان شاء الل خرج سلم,0
30448,hadi hia khoya moh,1
30449,you are the best,2
30450,وضح انك تخصص لنك ذكر دور رصد كتر قبل بعد لشق زدج ومد اير سلك جسم فوت,1
30451,نظر,1
30452,10 سنن رهب 25 سنن بوتفليقة كلب جا وجه شر تبن ونت صحف بني كلب ازل عبد شخص شفى اكش صبع زرق ولد ردل,0
30453,bravo a toi,2
30454,غغغغغغغغغغغ خدم لفز وطن,0
30455,خطي عصم وتز وزو هلول جنب صحراء غلي علي سكة حدد فلح ينء طقة تجدد,1
30456,ريك خبب وحد يحس روس دغس شيش 15يوم,1
30457,ايي بلد كانت بلد رجل كانت بلد عرب صطفى عميروش وسي حوس ولت ونة وصن عببس اييييييي وي وقت قتو وقت رخس بخص ناس حشمش خلص,0
30458,صور ثني 016 جمي شفت ولي سعد,1
30459,فضل غني يمك صيب وصل,2
30460,اثر كينغ بين,1
30461,وان يكن,1
30462,وحن دوق منخدموش,1
30463,كلهم مثل قطط صفراء جمل,2
30464,azghough to zitout سي عرب فضل تخض وضع تدر عنه سطح ملأ ه غمض لدك فكر يأت لغل ربة ربب بيت تصب لخل زيت azghough freelance scholar بحث حر,0
30465,rabi yahfdekom,2
30466,يجب عمل صواريخ بلس نار,1
30467,3adolawine rah,1
30468,ربي يعن نصر حفظ ان شاء الل,2
30469,برك رتب جدد,2
30470,اكر دار يرص فئة كثر شعب رنس جدد عهد,1
30471,كوم غرب قطع,1
30472,رآه فرح دستور عرى برج عطا,0
30473,صحب كبش اشك الل قدر يمن نتو يعو خصر حال,1
30474,lanimatricerien a voir m3a takdim,0
30475,يزب رمض خليتو نطح يزب كورو خرج غي ليل هار عدي هابركو ااتمنييك واد علي حكي مني,0
30476,يكب قوة جزير,2
30477,هدا ندق وحت,1
30478,اذا كوراج ادو جبل حرب رهب وتب جبل عشر يوم مشي كيلو ماكياج تبق تدر قولو جيش,0
30479,حيك الل ساذ شكر وعي,2
30480,ربي رحم جعل ئوه جنة ان شاء الل,2
30481,لمن قرأ الآ جبر الل خطر تفض عين دمع فرح,2
30482,دعل بزج صلح فضل يرب اليوم جمع,1
30483,bravoooo khoubai dima tmete3na b les videos ta3ek khouya mrc,2
30484,ههه يرد تهم قيد صلح خرج عصب سجن واو يلا روووع جزر جدد,2
30485,درت بين علش علق بسب علش زال مثل,1
30486,الل ستر شوهو بلد ملي نصف شهد,0
30487,اشء الل قوة الا بلل لهم صل سلم وبر سيد حمد رب حفظ عين نمت هاد كوبل,2
30488,بصح وبالتوفيق جمع,2
30489,la malédiction du pouvoir contre la volonté du peuple,0
30490,هدرو بزف هدر نفق فرض تتم عمل طرد اقل تتم عمل حول ركز دار رحم با طرق لقئ طبع سؤل خمم صلح خصة,0
30491,نفس سكن رجل كفف ولد صغر طرد طرد حسب الل نعم وكل لحل قوة الا بلل علي عظم رحت رحم ربي قلب سرب فرج اخت فهذ عشر,2
30492,toi qui ouvre ton clapetfermes la ton ennemi et lennemi classique de n9s frères et du peuple algériencest toi le vieillardle voleur des milliards de dollars vous avez appauvri les algériens et ils ne vous méritent pas sales voleurs de généraux de merde,0
30493,خوا بنب عجب بزف زيد كمل شاء الل نشف عشر عشر ربي يشف,2
30494,بعر امي حسد,0
30495,ولل عظم نكر كبر حقر,0
30496,شكر نشط رنمج ضيف حدث بلغ نظف وضح لجء كلم رنس فسد شيىء,1
30497,الل رحم جهد فرق حمد قيد صلح الد طور هدا جيش,2
30498,غني وقع فعل تحة شعب جزر امة سلم,2
30499,هد وزر فور دير خدمتو كمل وجه,2
30500,يمت عبد يجو حلو قيع خرى بلد كزبل,0
30501,مفهمتش قلت ثلث بيضات180غ سكر وهي درت ستة بيض 180غ قرن,1
30502,احس وزر خرج عرب قدم جزر جبر سعد كلم,2
30503,الل رحم اسد جزر,1
30504,قبل محو 23 ملي متر ربع قبلو قطع ارض جزر امازيغية عرب سلم هدف عود غرب كبر ومد قدم ستن جزر,1
30505,حرر نفس اول عصب عسكر عجز فقر وذل امم علم دول ترل فشل قلم علم نظم عشر ودء نجح قتل شعب حكم رئس عرب شهر سنو عدد كلم عبر رسل اخر نخب زور بعد خفى خبر 40و ازل خفي يتا علم الل ظهر امر غرب وحل بشر خير,0
30506,سؤل لمذ عطو نهر اول شيء الل قولو طفل رها دوي وصح ايد امن,1
30507,كلم صوب ولي خير ربي اجب عند خير سعد خدم بلد يدن يدك تكل الل وفق وتح جزىر,2
30508,وجه صحح شخص نسى قلت سيذ تبن قبل نخب يوم تقل شئ اخر ماذ سمى نفق ماذ,0
30509,شوفو اصل نتع بلك يهد تصه,0
30510,الل يبر الف برك,2
30511,اخي فرق دمغ عقل عقل طقة وجد قلب رأس حدث قدر ولم تبن نوع قدر قصد قدر عقل فهذ علم بنة اسس بحث خطئ,0
30512,دعل ترح ليد ولد خير وحش,1
30513,جزر خط عرج وعج,0
30514,غدة ان شاء الل يجي خدم خدمو رجع كانت روح رقد راح حال,1
30515,الل يبر ربي يدف,2
30516,m21 rah b 4 mli7,1
30517,هدي واد سكر,1
30518,نبل رهي طلق روح نشط رهي خيف,0
30519,الل يقي ستر امم,2
30520,هلل كبر وزد كتب رنس,0
30521,rebi y3wnkom sahbiimadabik évité les sjts hado berq,1
30522,شكر ساذ مكن قدم وضع حول ثلة جنس,1
30523,ولل بكت ارت غني بزف تحا بلد جزر,0
30524,تحة خلص رجل جمر عمل نبل طحة جمع عمل جرم شتى ياد قبض جرم,2
30525,شفت وحد نشر فالفايسبوك وجت نشف فاليوتوب شكن بحل ههه,1
30526,راي ان صبح كلب رءس جمهور جزءر,0
30527,دكتور بدي سأل سمح عمل حلق قنو خرى تيب حمل واد علم أدب همة مثل حضر لإن عاليوتيوب اني تبع دكتور غير,2
30528,يقل ندم افهم,1
30529,درو مرو قرواب ملا نرح,0
30530,ولم تغر جزر الا رحل جنرال عصب خون تبع رنس point finale,0
30531,وفق عجب حصة,2
30532,هدد يحز,1
30533,قنو عار سمى فشء فحش ناس لهم أخذ فعل فهء نهت مواضيع ديرو وضع,1
30534,جاوبو شعب علم جرب حبة سقس خصص جغراف هيئ قلم عدل قبل اذا قبلو علم عدل شهد كلر 9 عطاوهالي خصص ولو 1ارجو لرد فضل,1
30535,جزر يفض احد حنو سيد قرر فهم همو,1
30536,برك امر زيد نجح قدم شاء الل,2
30537,عرف هدر شرط طلق,1
30538,قبل الل صیم قیم عیدمبارك سید تبن لکل شعب جزاٸری امة لمی,2
30539,سلم جزائرسط قلب,1
30540,تحة صلح درك وطن تحة جزءر,2
30541,رفعل قبع يدو,2
30542,رأة فحل وعي شاء الل,2
30543,مساء خير امر ابس حلك رفو ربي حفظ,2
30544,تحة جزر اهل سعد يمن لبن,2
30545,niveau عااااااالمي,2
30546,ولل رني نشف ونب برك الل دمع غلي ربي وفق نصر جزير فخر ساذ خر,2
30547,لهج اشي واد,1
30548,tahya mn maroc tanger,2
30549,روح شوف جدد عجب كذب حتل بيع بصح صفت حبو خير يكم فقط تجر ناس حشمش صح,0
30550,الل يعف يعف لهم صلح حال سلم بقع بقع ارض لهم ستر ستر ولد بنت لهم اهد اهد لهم جعل رحماء لهم امن صل لهم رسل كرم,1
30551,شرك طرف جيج ستر,1
30552,je suis fière de notre valeureux armé nationales que dieu vous benisse,2
30553,افهم وال وزر يقل زيت توفر حنت يتر غلط بلد حلمو,0
30554,جمل صحف الم سحب لقب فخم علي سعد الخ قل سيد وزر بدل علي وزر وقد لغى سحب رئس تبن لقب سحب لقب فخم اول يوم لتل رئس جمهور,0
30555,جاز تبن خلل سنه حجر صحي غرم متل مول نهب,0
30556,دعل ندي باك فرح ابي امي نول طبب,0
30557,سمر خير منا شفيناكش درت عجز قتل شفت سمر قلت دار خوا,1
30558,صح حلق شبة ضيف هبلو شلل ديم هك خطو ملي يعو,2
30559,ya les epokrites alyahoud khir mankoume au moins elles sont juste etvo,0
30560,اشء الل اشء الل ماشاءالله اشء الل اشء الل برك رحم سيد مثل خلق شخص ندر عفي بور سيد فضل,2
30561,سأل الل عظیم رب عرش عظیم یحفظک أهلک أبناءک یبرک فی عقلک دینک جزک الل خیر أصلح بک بلد عبد حفظک شر عدء فی دخل خرج قول امی,2
30562,مرس سحر شعد جرم درج ولى حكم شعد وحد كفي حرى فتح سلط حقق عرف شخص عمل لأذ ريء طبق عقب سجن تقل مدت سبع سنو شهر رحم ستر اشر بلل سبب اذت خلق,1
30563,حق دير ستي زيد نجح شكر,2
30564,اين مفر الل دول دنة مشي عسكر,0
30565,كره دين شخص حر لمن سجد,1
30566,makacje ballo fi dzair nta lhir raiyah 3kal ya rkhisss,0
30567,درة فسد الة زور بدي,0
30568,زدو درو حمل حوخر بأه يزد هبط زال غلي,1
30569,kchaftona surtout had lkalba galaai dak lhijib w rohi taati ala rohak w naawnok a sidi,0
30570,ماذ نقض فی کلمک فقد قلت حکومۃ یحی سرق درک اویحیاخدلتنی حقفأ متضاربالأراء امانفیکفأنت نھم,0
30571,rak ffffooorrr rabi iberek,2
30572,طبع ان ربراب يرد جمل لمن عنه نهب بلا حدد جزءر يتم وفق,0
30573,meilleur vidéo hahah,2
30574,سؤل اكل مزغ رقو بلد قتلو شعب فالتسعين حكمو بنك رقو درا هرب غلب كنو زوف بكر تمو ورا رنس,0
30575,قلاصاج شكل زال نقص ديكور,1
30576,حسن سعد فرج دنا ربي فرج كرب اخر رب,2
30577,خسر صلح ڨرو ولل جيح عرف عله يدر وحن ديرو شأن لشي ناس هبلو ولل خسرهال,0
30578,الل حفظ بلد جيش شاء الل ربي ستر حمت وطن,2
30579,لهج غرب غلب,1
30580,يسم ركي تحت تني ففف,0
30581,دبا قول هاد لجئ رهب علم اجئ يمل سلح ٠,1
30582,شفت صبع جمع افل رند فيح ارك دفع,0
30583,صحف رخس رهو خلص عرضو,0
30584,يدو رئع جدا اخو خبب منى ان ألف كتب رحل,2
30585,ظهر صور كأن درب فرق كرة قدم,1
30586,خلو بغا يجي رحب يجش يرح يقد,0
30587,رني اخي رانيش أمن بهذ فدو,2
30588,ya khoya bta lah ybarak ou rabi yahafdak,2
30589,هدا ندم عرفو شخص مي ولل اني فهم وهب يدر,0
30590,قتش عدة فضل,1
30591,شكل شبب تعلم درس ستى كاديم لقى نقش قنو زيكو نهر شرق وزد ذيع قشو طرق ركك أسلوب بدء يفق شيء قان دول سيس خرج كلم كسل حمم ثرثر بدن فئد,0
30592,twa7achna khoya zaza slm men tiaret 3awade dirana dwra khoya,1
30593,عله يعج فمو خشن صوتو ايب قبح زوب ولت تيليفيزي,0
30594,ربي فرج اعل يرب,2
30595,فاق دعه سند حقق,0
30596,n importe quoi behch tarbhi draham rouhi diri sujet te3 cousina khirlak,1
30597,سبح الل راح نفس بدى هدر يمم,2
30598,بيي قوة عظمى,1
30599,شاء الل سمر tvف قمة زيد نجح ثني رئع,2
30600,قنو خرى بلفرونسي ديرو رجم زبل,0
30601,لحب كبر زدو عطو فرص معو صور نتن,0
30602,شرف جزر دكتور نفع الل شلل,2
30603,جزر منى ان يعش احد رووووووووووعة,2
30604,ربي رحمو شاء الل ولل ربي,2
30605,مني وتل تون سنة صح,0
30606,قلب الز نجح يعط صحة عفي,2
30607,تعط ظهر ولد يقر درس خصة ويد يجب شوفور ونت خلص شهر ضرب 4 ماتعرفو قيم رأة عرفو قيم موظفنتو عمر حقق,0
30608,صدق ساذ تبع ليف أعد تبع ولن امل,2
30609,ولل حشمو ولل عند ببر,0
30610,هالهدر خوت ربي تسك يرح حقك ونت تشف فهذ بلد,0
30611,ربي يشف وعف شاء الل,2
30612,ولل فضل وبر فرق رملم نتا عرضو لفز,2
30613,الل يعن اخت كرم,2
30614,تحا جزر ولل رحم شهداء مجد خلد شهدائ برر وتح جيش وطن شعب سلل جيش حرر,2
30615,merci khouna kader,2
30616,يسم شين ركي هيل هكا الل برك,2
30617,كمل متربحوش,0
30618,لعر جزر برو منو خوت كمو,0
30619,كلب رئع لهم برك لقط خير يحط صور ديل رحم ولد ديلو نزل جدد رئع,2
30620,chkoun li tens7ni bih samsung a21s vs samsung a7 2018,1
30621,شاء الل ربي يحفظهولك رجع سلم غنم يرب,2
30622,حلج خون,0
30623,حشم شمسو برك خرط,0
30624,حسر فاق دو ريشور كانت يام شبه,2
30625,بصح تقل كبر شوة كلم اما هههههههه,1
30626,صحف فشل غزل ليخل وحد هدر يعيطاسكت حكم فمك,0
30627,ثلث علق,1
30628,عجب سير روع رتو طيموش يما,2
30629,شعب هوش ترب حرم ميت كنش جمي شفتو سؤل دخل حسب,0
30630,كلب رشو 2012 رني سكن قزدير الي يوم حسب الل نعم وكل خطن رشا مير حمر,0
30631,لله اخذ لله عطى لهم حشر نبي صدق شهداء صلح وحس رفق,2
30632,رجل وقف,2
30633,تهن زوج هبل عند niveau différence est claire,0
30634,2020 0718 شكن اهن,1
30635,هاد يدو ولل هدل,0
30636,ربي وفق خوا بنب,2
30637,لله اله رجع لهم رحم رحم رحم راحمينربي يعط صبر اخت الل,2
30638,كلش هلل جيبل شفاءالله حاسبتح رئس تبن جزر جدد اليوم جزر سلم وقف حنو قئم بنء وطن حفد أجيال خفو الل,2
30639,machallah wallah matgol andha 90 ans machallah ya rabi nalha9 kima hiya ya rabi b saha w lahna ya rabi rza9ha jenna,2
30640,تحا شعب جزر,2
30641,بدع خوا جمل,2
30642,فسد جزر اسف أيد جزر اما رنس فهي وجه سهل هرب مول فعل امن عام سبق جبه حرر وطن عمر سعد يعش حال عئل كبر مول شعب نهب شانزيليزيه ارس,0
30643,برك الل خوا دكش جمل,2
30644,شكر ساذ يعط صحة ربي حفضل ولد,2
30645,حبسو علي لغن دخلل شكن زمن كورو كرهتيو ولل,0
30646,عدم شلل,0
30647,ربي رحمو صبر هلو,2
30648,rabi yatikoum sbr nchalah,2
30649,زيد يدو خوف,1
30650,ايه ولي عدر بسف تقل سيد طرطق بلب رخس قدم جزر رآة فزت سكن ورك تقل ادا احس انانفولك ولل انس تكبر وقع جزر رهي طيح غيتس تقل رني غلط ان تكبر تعل صفت خلق,0
30651,ربي يفق خوا ولل يدو شبب,2
30652,lah ybarek yel3bo tr tr tr bien had lmsagher,2
30653,دكتور حمد حمادوش شكر توضيحاتك,2
30654,هدا فدو عرف بلي ضعف شخص راح عمل قوت,1
30655,منى تكون زير فيد امة سلم,2
30656,يبع ببن وحد رنس بعد يجا حزير اجل نهر اخر تقل جزير رنسب جمل مقدرتش تكن يقل طلب علم,0
30657,برك عمي علي خلت عيش,2
30658,عملو نيل يدو ثلث نقط فوق يدو خترو سبب ووب حذف,0
30659,شكر ماتقدم صبح شتق حقلق تظر فرغ شوق,2
30660,جني هبل merci عنب,2
30661,سلم خوت غرب وتم تلق صحب دزير بحل خوا هدي لأم منت شوفو هاد لكمونطير,1
30662,وقر ليم يشب جبل ربي دخل,1
30663,رنس سكن لدم,0
30664,كذب حسب الل نعم وكل شاء الل رجع بخر,0
30665,شكررر,2
30666,رجو نكم قدم تمل خبر اجل قاذ ارح ناس جزر وكل دول علم تمر رحل صعب جدا منى يكون قدم فضل شاء الل على,0
30667,روح سحي حلك عنى أسياد امر روح شوف دلل قطع قرآ كرم بسم الل رحم رحم عشر الج انس ان سطع ان فدو قطر سمو ارض فدو فدو سلط صدق الل عظم,0
30668,سمع بلي باه عرف عسل حر اول تحط قلل منو اذا راح ليه نمل يكون اشي حر وذا ماراحش ليه يكون حر ولل علم,1
30669,اقل كرر شاب صحف علق كره قدم احترافيه,0
30670,ني شكن ياا تعر روح بش طلع ههه,0
30671,دخن رونس ونك,1
30672,besah ya lahmar ya lihoudi mechi goult mate besah la faute fel haychar li yteb3ouk wejh rokhss,0
30673,جمل ذبس ولل يدو قبل مانشوفو ندر جام علابال بلي ديم لقم متع نكن نشف تفد بزف م فكر سكو تحب لحج الل دير نجح ربي وفق ان شاء الل,2
30674,بسم الل اشء الل بجي وقط عصم انت زهر دنا آخر سأل الل عظم رب عرش كرم ان حفض وان كرم وان فتح بوب خير سعد امل نجح وان يهد يحب يرض وان صلح شأن كله وان يطل عمر ديك احس ربت bravo bravo bravo وهي مثل نطق جدر وهذا شرف انه حجب ومد ريت يري عند بزف ذكة جمل عئل حرم متد ولل حسد رجل تزج وبر الل ديك انت رزق جمل رزق,2
30675,جات ليك مش رح نقص خلص,1
30676,الل يبر حفض لهم تدر فرد ونت خير وار,2
30677,اتس كورو ناس رهي تمو قولول قرو لحل لقو الب لله,1
30678,حيك الل اذي حرم ورب يجز زكر ذبب,2
30679,صغر جاز زير كلب مي حمدلل كبر خدم كتب ربي ورب حفظ ولد يعط رضي كبرو طعة ربي سبح ان شاءالل ورب فرج ولد حلل ان شاءالل يهد ولد حرم ولد كلب,2
30680,nkmk,0
30681,تحة شرط فصح لسن يكن شرط لكا صحف,2
30682,طز الل رحم ايم قوت خصة,0
30683,لمذ قرن ورب جزءر شو,1
30684,وفي دائ لدل خلف عثم ترك ردغ,1
30685,,2
30686,اما حلق قتل ضحك,2
30687,طفل صفر حلة عسل قتل بضح,2
30688,حمد لله سلم دعو صلة سيد رئس وكل خلص لهذا وطن عزز,2
30689,جمع هدا حرك,0
30690,ربي رحم فرج يمت قتل هلو حسب الل نعم وكل,2
30691,هدو ولد بلد ولد امل مايآذوش ناس عيش حيت,2
